product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Squat Toilet,INA,Sanitary,Piece,8,300000,2400000,IDR,2023-06-16 13:57:52,Pickup,Jakarta,Branch,Melania Wijaya,Fiona Gianna
Paint Brush,Eterna,Paint Accessory,Piece,26,15000,390000,IDR,2020-10-10 12:20:43,Pickup,Jayapura,Branch,Saiful Ubaid,Latifa Laila
Water Tank,Penguin,Plumbing,Piece,33,1500000,49500000,IDR,2022-04-28 12:49:30,Delivery,Denpasar,Branch,Ferry Malaka,Ibrahim Iman
Shower,American Standard,Sanitary,Set,9,200000,1800000,IDR,2021-05-15 14:48:02,Delivery,Bandung,Branch,Wawan Malaka,Anwar Arif Akhtar
Wheelbarrow,Artco,Tool,Piece,15,450000,6750000,IDR,2024-06-14 08:32:07,Pickup,Bandung,Branch,Ayu Thalib,Harum Hafsa
Holcim 40 kg,Holcim,Cement,Sack,13,56000,728000,IDR,2024-11-18 11:02:55,Delivery,Medan,Branch,Tono Thalib,Kayla Kiki Lena
Asbestos Sheet,Djabesmen,Roof Covering,Meter,37,60000,2220000,IDR,2024-12-17 14:36:32,Delivery,Jakarta,Branch,Kayla Kusuma,Muhammad Fikru
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,25,45000,1125000,IDR,2022-05-16 16:19:41,Pickup,Denpasar,Branch,Azahra Malaka,Ibrahim Iman
Squat Toilet,INA,Sanitary,Piece,26,300000,7800000,IDR,2022-11-18 11:42:06,Pickup,Surabaya,Branch,Agung Tanuwijaya,Zahra Jasmine
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,24,45000,1080000,IDR,2024-12-16 08:43:47,Delivery,Jakarta,Branch,Wawan Wijaya,Ahmad Adam
Clay Roof Tile,Kanmuri,Roof Covering,Piece,8,2000,16000,IDR,2021-06-15 15:25:50,Delivery,Bandung,Branch,Agus Jayawardana,Harum Hafsa
Timber Beam (Kaso),Unbranded,Wood,Piece,5,25000,125000,IDR,2024-06-25 12:25:39,Pickup,Jakarta,Branch,Wawan Ubaid,Muhammad Fikru
Masonry Sand,Unbranded,Sand,Cubic Meter,31,250000,7750000,IDR,2023-02-17 17:46:34,Pickup,Denpasar,Branch,Ayu Jayawardana,Ibrahim Iman
Skim Coat (Wall Putty),Drymix,Mortar,Sack,10,55000,550000,IDR,2023-10-16 17:00:09,Delivery,Denpasar,Branch,Nina Ubaid,Ibrahim Iman
Holcim 40 kg,Holcim,Cement,Sack,34,56000,1904000,IDR,2020-05-15 16:37:39,Delivery,Medan,Branch,Nina Kusuma,Kezia Karen
Measuring Tape,Stanley,Tool,Piece,11,30000,330000,IDR,2022-06-11 11:34:05,Pickup,Jakarta,Branch,Nina Pahlevi,Muhammad Fikru
Rebar 6mm,Krakatau Steel,Steel,Meter,13,15000,195000,IDR,2022-08-23 11:56:06,Pickup,Jakarta,Branch,Wawan Syaiban,Erinna Elsa Elizha
Masonry Sand,Unbranded,Sand,Cubic Meter,50,250000,12500000,IDR,2024-06-08 16:08:13,Pickup,Bandung,Branch,Syifa Thalib,Harum Hafsa
Measuring Tape,Stanley,Tool,Piece,25,30000,750000,IDR,2024-01-25 16:09:47,Delivery,Surabaya,Branch,Tono Wijaya,Agus Cahyadi
Conduit Pipe,Clipsal,Electrical,Meter,33,7000,231000,IDR,2024-07-18 16:43:40,Delivery,Jayapura,Branch,Azahra Pahlevi,Marshanda Maharani
Timber Beam (Kaso),Unbranded,Wood,Piece,50,25000,1250000,IDR,2022-02-16 08:35:22,Delivery,Tasikmalaya,Head Office,Melania Jayawardana,Al Harits
Granite Tile,Indogress,Tile,Box,48,150000,7200000,IDR,2023-06-15 16:35:22,Delivery,Jayapura,Branch,Agus Ubaid,Faiz Fadlurrahman
Concrete Block,Bricon,Brick,Piece,45,5000,225000,IDR,2023-06-17 12:35:36,Pickup,Bandung,Branch,Erna Kusuma,Harum Hafsa
Paint Roller,Ace Oldfields,Paint Accessory,Piece,32,25000,800000,IDR,2022-08-02 11:16:07,Pickup,Jayapura,Branch,Tono Malaka,Faiz Fadlurrahman
Formwork Board (Shuttering),Unbranded,Wood,Piece,12,30000,360000,IDR,2021-08-07 16:43:20,Delivery,Surabaya,Branch,Asep Thalib,Burhan Bakhtiar
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,15,76000,1140000,IDR,2024-04-24 12:51:07,Pickup,Jayapura,Branch,Budi Syaiban,Fauzi Ghaffar
Wall Putty (Filler),Matex,Paint Accessory,Kg,33,20000,660000,IDR,2021-02-17 09:09:09,Pickup,Bandung,Branch,Erna Kusuma,Anwar Arif Akhtar
Spirit Level,Krisbow,Tool,Piece,42,65000,2730000,IDR,2023-08-19 16:19:48,Delivery,Bandung,Branch,Kayla Thalib,Harum Hafsa
Paint Roller,Ace Oldfields,Paint Accessory,Piece,35,25000,875000,IDR,2022-04-27 08:45:00,Delivery,Medan,Branch,Ferry Thalib,Kayla Kiki Lena
Shovel,Camel,Tool,Piece,21,75000,1575000,IDR,2023-01-24 16:58:58,Pickup,Bandung,Branch,Syifa Wijaya,Harum Hafsa
Wheelbarrow,Artco,Tool,Piece,21,450000,9450000,IDR,2024-06-04 11:30:07,Pickup,Jayapura,Branch,Kayla Ubaid,Faiz Fadlurrahman
Water Tank,Penguin,Plumbing,Piece,36,1500000,54000000,IDR,2023-03-01 09:19:36,Delivery,Jakarta,Branch,Tono Thalib,Erinna Elsa Elizha
Screwdriver Set,Tekiro,Tool,Set,4,40000,160000,IDR,2020-02-01 13:23:05,Delivery,Jayapura,Branch,Hendra Tanuwijaya,Faiz Fadlurrahman
Shower,American Standard,Sanitary,Set,24,200000,4800000,IDR,2024-11-28 15:30:30,Pickup,Jayapura,Branch,Hendra Malaka,Latifa Laila
Gypsum Board,Jayaboard,Ceiling,Sheet,27,60000,1620000,IDR,2020-11-10 17:34:51,Pickup,Medan,Branch,Wawan Tanuwijaya,Ehsan Aziz
Spirit Level,Krisbow,Tool,Piece,25,65000,1625000,IDR,2024-09-19 12:14:52,Pickup,Jayapura,Branch,Nina Malaka,Marshanda Maharani
Wall Putty (Filler),Matex,Paint Accessory,Kg,3,20000,60000,IDR,2020-10-30 08:20:44,Delivery,Medan,Branch,Agus Kusuma,Ehsan Aziz
Wall Putty (Filler),Matex,Paint Accessory,Kg,7,20000,140000,IDR,2022-06-02 16:58:59,Pickup,Denpasar,Branch,Tono Kusuma,Nina Octavia
Wheelbarrow,Artco,Tool,Piece,50,450000,22500000,IDR,2024-08-24 15:15:38,Pickup,Denpasar,Branch,Asep Ubaid,Nina Octavia
Electrical Cable,Supreme,Electrical,Meter,4,5000,20000,IDR,2024-06-11 12:45:16,Pickup,Denpasar,Branch,Budi Syaiban,Ibrahim Iman
Plastering Float,Lippro,Tool,Piece,43,30000,1290000,IDR,2020-04-18 10:58:47,Pickup,Jakarta,Branch,Tono Ubaid,Muhammad Fikru
Wooden Door,Unbranded,Door,Piece,19,500000,9500000,IDR,2023-01-14 10:27:43,Pickup,Jakarta,Branch,Tono Syaiban,Erinna Elsa Elizha
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,37,45000,1665000,IDR,2021-03-05 16:02:21,Delivery,Tasikmalaya,Head Office,Ananda Malaka,Al Harits
Plastering Float,Lippro,Tool,Piece,28,30000,840000,IDR,2024-12-13 09:52:12,Pickup,Jayapura,Branch,Syifa Kusuma,Faiz Fadlurrahman
Squat Toilet,INA,Sanitary,Piece,24,300000,7200000,IDR,2024-06-17 17:44:12,Pickup,Denpasar,Branch,Syifa Ubaid,Nina Octavia
Door Handle,Belleza,Lock Accessory,Piece,5,50000,250000,IDR,2023-12-19 16:43:09,Delivery,Bandung,Branch,Ferry Pahlevi,Harum Hafsa
Tile Adhesive Mortar,AM,Mortar,Sack,25,60000,1500000,IDR,2020-05-28 10:49:15,Pickup,Denpasar,Branch,Maya Thalib,Nina Octavia
Concrete Block,Bricon,Brick,Piece,1,5000,5000,IDR,2020-08-22 13:42:05,Delivery,Tasikmalaya,Head Office,Nina Malaka,Atyla Azfa
Floor Drain,Onda,Sanitary,Piece,39,50000,1950000,IDR,2020-04-09 16:18:02,Delivery,Jayapura,Branch,Ayu Jayawardana,Faiz Fadlurrahman
Holcim 40 kg,Holcim,Cement,Sack,49,56000,2744000,IDR,2020-12-01 10:18:22,Pickup,Denpasar,Branch,Kayla Thalib,Ilyas Jabar
Red Brick,Laksana,Brick,Piece,34,800,27200,IDR,2024-09-23 08:03:53,Pickup,Medan,Branch,Azahra Wijaya,Chairil Dhaifullah
Paint Roller,Ace Oldfields,Paint Accessory,Piece,3,25000,75000,IDR,2022-12-20 17:52:49,Delivery,Bandung,Branch,Ayu Tanuwijaya,Asep Aziz
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,45,90000,4050000,IDR,2020-08-12 12:02:24,Pickup,Surabaya,Branch,Agung Shihab,Isabell Inaya
River Stone,Unbranded,Stone,Cubic Meter,25,330000,8250000,IDR,2021-10-08 13:23:43,Pickup,Jayapura,Branch,Wawan Syaiban,Marshanda Maharani
Sandpaper,Taiyo,Paint Accessory,Piece,2,5000,10000,IDR,2020-07-04 17:16:31,Delivery,Medan,Branch,Melania Pahlevi,Kezia Karen
Hammer,Lippro,Tool,Piece,10,50000,500000,IDR,2021-06-12 11:50:47,Delivery,Bandung,Branch,Maya Malaka,Asep Aziz
Concrete Sand,Unbranded,Sand,Cubic Meter,33,300000,9900000,IDR,2021-08-09 10:24:14,Delivery,Denpasar,Branch,Aleena Wijaya,Nina Octavia
Paint Brush,Eterna,Paint Accessory,Piece,1,15000,15000,IDR,2024-09-13 08:55:35,Pickup,Denpasar,Branch,Erna Kusuma,Ilyas Jabar
Wooden Beam,Unbranded,Wood,Piece,17,40000,680000,IDR,2021-10-16 08:22:15,Delivery,Medan,Branch,Saiful Pahlevi,Kayla Kiki Lena
Wall Putty (Filler),Matex,Paint Accessory,Kg,8,20000,160000,IDR,2022-10-12 17:09:28,Pickup,Jayapura,Branch,Saiful Kusuma,Latifa Laila
PVC Pipe,Rucika,Plumbing,Meter,9,16000,144000,IDR,2024-12-31 10:44:25,Delivery,Tasikmalaya,Head Office,Agus Thalib,Ayu Putri Avicenna
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,46,45000,2070000,IDR,2024-11-27 17:18:50,Pickup,Medan,Branch,Maya Kusuma,Kezia Karen
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,39,45000,1755000,IDR,2022-02-24 11:05:40,Pickup,Jakarta,Branch,Azahra Thalib,Fiona Gianna
Clay Roof Tile,Kanmuri,Roof Covering,Piece,18,2000,36000,IDR,2021-09-17 16:43:46,Pickup,Denpasar,Branch,Tono Kusuma,Permata Qaila
Water Faucet,Wasser,Sanitary,Piece,46,75000,3450000,IDR,2024-01-05 12:12:00,Pickup,Denpasar,Branch,Saiful Tanuwijaya,Permata Qaila
Ceramic Tile,Roman,Tile,Box,16,75000,1200000,IDR,2021-05-20 08:28:49,Delivery,Denpasar,Branch,Hendra Shihab,Ilyas Jabar
Roof Batten (Reng),Unbranded,Wood,Piece,49,15000,735000,IDR,2023-03-30 16:53:38,Delivery,Jayapura,Branch,Ananda Syaiban,Fauzi Ghaffar
Granite Tile,Indogress,Tile,Box,22,150000,3300000,IDR,2021-10-28 11:31:55,Pickup,Denpasar,Branch,Hendra Pahlevi,Ilyas Jabar
Lightweight Brick (AAC Block),Hebel,Brick,Piece,19,10000,190000,IDR,2020-06-02 16:27:47,Pickup,Tasikmalaya,Head Office,Aleena Shihab,Ayu Putri Avicenna
Clay Roof Tile,Kanmuri,Roof Covering,Piece,19,2000,38000,IDR,2021-01-04 17:44:35,Delivery,Surabaya,Branch,Azahra Thalib,Agus Cahyadi
PVC Pipe,Wavin,Plumbing,Meter,44,15000,660000,IDR,2021-08-07 09:05:59,Pickup,Bandung,Branch,Nina Shihab,Harum Hafsa
Clay Roof Tile,Kanmuri,Roof Covering,Piece,10,2000,20000,IDR,2020-12-03 10:35:22,Delivery,Denpasar,Branch,Asep Thalib,Permata Qaila
Wall Paint,Dulux,Paint,Can,6,120000,720000,IDR,2024-04-02 11:05:56,Delivery,Denpasar,Branch,Aleena Tanuwijaya,Ilyas Jabar
Gresik 40 kg,Gresik,Cement,Sack,45,57000,2565000,IDR,2023-02-08 09:40:54,Delivery,Tasikmalaya,Head Office,Hendra Kusuma,Ayu Putri Avicenna
Floor Drain,Onda,Sanitary,Piece,2,50000,100000,IDR,2024-06-19 13:42:59,Pickup,Denpasar,Branch,Tono Wijaya,Ibrahim Iman
Lightweight Brick (AAC Block),Hebel,Brick,Piece,34,10000,340000,IDR,2020-06-01 10:19:33,Pickup,Jakarta,Branch,Wawan Kusuma,Muhammad Fikru
Sandpaper,Taiyo,Paint Accessory,Piece,50,5000,250000,IDR,2021-03-10 08:52:56,Pickup,Jayapura,Branch,Saiful Tanuwijaya,Marshanda Maharani
Shovel,Camel,Tool,Piece,47,75000,3525000,IDR,2020-04-15 10:34:41,Pickup,Medan,Branch,Maya Jayawardana,Ehsan Aziz
Water Faucet,Wasser,Sanitary,Piece,33,75000,2475000,IDR,2021-11-08 17:09:03,Delivery,Medan,Branch,Budi Malaka,Kayla Kiki Lena
Sitting Toilet,TOTO,Sanitary,Piece,26,1200000,31200000,IDR,2020-09-05 16:46:10,Delivery,Medan,Branch,Agus Kusuma,Ehsan Aziz
Shovel,Camel,Tool,Piece,38,75000,2850000,IDR,2022-08-03 10:03:46,Pickup,Jayapura,Branch,Aleena Kusuma,Fauzi Ghaffar
Rebar 6mm,Krakatau Steel,Steel,Meter,12,15000,180000,IDR,2024-12-02 10:15:59,Pickup,Jakarta,Branch,Nina Kusuma,Erinna Elsa Elizha
Hammer,Lippro,Tool,Piece,6,50000,300000,IDR,2024-07-02 16:47:29,Pickup,Surabaya,Branch,Azahra Malaka,Zahra Jasmine
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,12,350000,4200000,IDR,2024-04-13 12:10:09,Delivery,Bandung,Branch,Tono Malaka,Anwar Arif Akhtar
Trowel,Lippro,Tool,Piece,49,25000,1225000,IDR,2020-09-24 12:02:32,Pickup,Surabaya,Branch,Aleena Pahlevi,Isabell Inaya
Holcim 40 kg,Holcim,Cement,Sack,12,56000,672000,IDR,2022-01-15 10:54:53,Delivery,Tasikmalaya,Head Office,Aleena Ubaid,Ayu Putri Avicenna
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,2,15000,30000,IDR,2020-06-18 09:53:10,Pickup,Surabaya,Branch,Kayla Shihab,Zahra Jasmine
Measuring Tape,Stanley,Tool,Piece,21,30000,630000,IDR,2021-09-04 13:15:39,Pickup,Surabaya,Branch,Asep Syaiban,Burhan Bakhtiar
Tile Grout,Sika,Mortar,Sack,29,45000,1305000,IDR,2022-10-20 14:33:42,Delivery,Jayapura,Branch,Ananda Ubaid,Faiz Fadlurrahman
Metal Roof Tile,Multi Roof,Roof Covering,Piece,38,5000,190000,IDR,2022-06-24 16:43:28,Delivery,Surabaya,Branch,Agung Wijaya,Agus Cahyadi
Holcim 40 kg,Holcim,Cement,Sack,27,56000,1512000,IDR,2021-08-12 15:32:45,Pickup,Jayapura,Branch,Agung Ubaid,Latifa Laila
Wall Paint,Dulux,Paint,Can,26,120000,3120000,IDR,2021-05-21 09:26:07,Delivery,Denpasar,Branch,Ananda Kusuma,Ibrahim Iman
Lamp Bulb,Philips,Electrical,Piece,19,15000,285000,IDR,2020-07-22 14:11:16,Pickup,Jayapura,Branch,Hendra Jayawardana,Marshanda Maharani
Conduit Pipe,Clipsal,Electrical,Meter,47,7000,329000,IDR,2021-06-03 09:48:03,Delivery,Jayapura,Branch,Erna Tanuwijaya,Fauzi Ghaffar
Rebar 10mm,Gunung Steel,Steel,Meter,4,25000,100000,IDR,2022-05-23 16:21:10,Delivery,Medan,Branch,Ayu Tanuwijaya,Ehsan Aziz
Sandpaper,Taiyo,Paint Accessory,Piece,12,5000,60000,IDR,2020-02-15 10:11:19,Delivery,Bandung,Branch,Wawan Wijaya,Asep Aziz
Timber Beam (Kaso),Unbranded,Wood,Piece,44,25000,1100000,IDR,2020-12-30 10:31:42,Delivery,Surabaya,Branch,Tono Pahlevi,Agus Cahyadi
Red Brick,Laksana,Brick,Piece,32,800,25600,IDR,2024-07-19 16:13:23,Pickup,Jayapura,Branch,Budi Kusuma,Faiz Fadlurrahman
Screwdriver Set,Tekiro,Tool,Set,37,40000,1480000,IDR,2021-06-10 17:49:21,Pickup,Bandung,Branch,Ayu Syaiban,Harum Hafsa
PVC Pipe,Wavin,Plumbing,Meter,46,15000,690000,IDR,2020-05-05 08:31:16,Delivery,Medan,Branch,Aleena Shihab,Kayla Kiki Lena
Door Frame (Wood),Unbranded,Door Frame,Piece,6,250000,1500000,IDR,2021-01-28 09:30:04,Pickup,Jakarta,Branch,Erna Shihab,Muhammad Fikru
River Stone,Unbranded,Stone,Cubic Meter,12,330000,3960000,IDR,2023-05-03 13:46:47,Pickup,Tasikmalaya,Head Office,Syifa Kusuma,Naura Aliya Lestari
Sandpaper,Taiyo,Paint Accessory,Piece,25,5000,125000,IDR,2020-05-15 13:43:13,Pickup,Tasikmalaya,Head Office,Maya Kusuma,Ayu Putri Avicenna
River Stone,Unbranded,Stone,Cubic Meter,22,330000,7260000,IDR,2024-04-15 15:09:46,Pickup,Jakarta,Branch,Azahra Syaiban,Ahmad Adam
Wheelbarrow,Artco,Tool,Piece,34,450000,15300000,IDR,2024-08-19 09:06:11,Pickup,Surabaya,Branch,Erna Jayawardana,Burhan Bakhtiar
Wall Paint,Dulux,Paint,Can,31,120000,3720000,IDR,2022-05-13 12:11:00,Delivery,Medan,Branch,Ayu Wijaya,Ehsan Aziz
PVC Pipe,Wavin,Plumbing,Meter,35,15000,525000,IDR,2021-02-01 17:37:30,Pickup,Denpasar,Branch,Melania Kusuma,Ilyas Jabar
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,12,45000,540000,IDR,2024-06-17 13:00:21,Pickup,Denpasar,Branch,Hendra Malaka,Ilyas Jabar
Gresik 40 kg,Gresik,Cement,Sack,19,57000,1083000,IDR,2023-03-29 13:40:47,Pickup,Surabaya,Branch,Budi Syaiban,Isabell Inaya
Concrete Sand,Unbranded,Sand,Cubic Meter,5,300000,1500000,IDR,2024-01-09 10:59:27,Pickup,Jakarta,Branch,Asep Malaka,Erinna Elsa Elizha
Gresik 50 kg,Gresik,Cement,Sack,21,70000,1470000,IDR,2024-03-12 08:06:02,Delivery,Bandung,Branch,Agus Malaka,Harum Hafsa
Tile Adhesive Mortar,AM,Mortar,Sack,3,60000,180000,IDR,2021-02-22 13:56:46,Delivery,Denpasar,Branch,Agung Syaiban,Nina Octavia
Shower,American Standard,Sanitary,Set,10,200000,2000000,IDR,2023-12-01 10:05:57,Delivery,Medan,Branch,Nina Syaiban,Chairil Dhaifullah
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,17,45000,765000,IDR,2022-07-12 12:27:12,Delivery,Surabaya,Branch,Syifa Shihab,Burhan Bakhtiar
GRC Board,KalsiBoard,Ceiling,Sheet,26,70000,1820000,IDR,2021-05-06 15:43:25,Pickup,Jakarta,Branch,Melania Malaka,Ahmad Adam
Door Handle,Belleza,Lock Accessory,Piece,8,50000,400000,IDR,2023-02-10 15:18:33,Delivery,Bandung,Branch,Hendra Malaka,Anwar Arif Akhtar
Door Handle,Belleza,Lock Accessory,Piece,31,50000,1550000,IDR,2024-11-30 15:36:43,Pickup,Surabaya,Branch,Ferry Syaiban,Zahra Jasmine
Skim Coat (Wall Putty),Drymix,Mortar,Sack,41,55000,2255000,IDR,2022-07-20 10:52:57,Pickup,Denpasar,Branch,Kayla Tanuwijaya,Permata Qaila
Granite Tile,Indogress,Tile,Box,21,150000,3150000,IDR,2024-11-01 16:53:30,Pickup,Denpasar,Branch,Ananda Ubaid,Permata Qaila
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,45,50000,2250000,IDR,2023-06-28 10:00:41,Pickup,Jakarta,Branch,Kayla Wijaya,Erinna Elsa Elizha
Squat Toilet,INA,Sanitary,Piece,31,300000,9300000,IDR,2021-07-02 10:20:50,Pickup,Bandung,Branch,Saiful Malaka,Harum Hafsa
Floor Drain,Onda,Sanitary,Piece,20,50000,1000000,IDR,2020-02-12 13:52:22,Pickup,Surabaya,Branch,Agus Thalib,Burhan Bakhtiar
Timber Roof Frame,Unbranded,Roof Frame,Meter,39,30000,1170000,IDR,2020-06-05 12:48:47,Pickup,Denpasar,Branch,Syifa Syaiban,Ilyas Jabar
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,50,50000,2500000,IDR,2022-11-03 11:19:27,Delivery,Medan,Branch,Kayla Tanuwijaya,Ehsan Aziz
Concrete Sand,Unbranded,Sand,Cubic Meter,19,300000,5700000,IDR,2024-01-27 14:06:34,Delivery,Medan,Branch,Ferry Wijaya,Chairil Dhaifullah
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,36,45000,1620000,IDR,2023-11-15 10:02:51,Delivery,Jakarta,Branch,Azahra Pahlevi,Fiona Gianna
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,8,76000,608000,IDR,2021-02-05 14:32:12,Pickup,Denpasar,Branch,Tono Malaka,Ibrahim Iman
Hoe,Camel,Tool,Piece,46,80000,3680000,IDR,2021-01-11 10:28:21,Pickup,Jakarta,Branch,Ferry Thalib,Erinna Elsa Elizha
Wooden Door,Unbranded,Door,Piece,6,500000,3000000,IDR,2020-08-11 17:03:46,Delivery,Bandung,Branch,Melania Shihab,Hera Harsha
Timber Beam (Kaso),Unbranded,Wood,Piece,41,25000,1025000,IDR,2023-04-11 13:03:05,Pickup,Jakarta,Branch,Ananda Jayawardana,Fiona Gianna
Door Frame (Wood),Unbranded,Door Frame,Piece,34,250000,8500000,IDR,2022-12-17 17:31:57,Pickup,Tasikmalaya,Head Office,Tono Syaiban,Ayu Putri Avicenna
Tile Grout,Sika,Mortar,Sack,32,45000,1440000,IDR,2021-02-02 11:45:51,Pickup,Bandung,Branch,Agus Wijaya,Hera Harsha
Hoe,Camel,Tool,Piece,17,80000,1360000,IDR,2023-12-25 08:49:21,Pickup,Medan,Branch,Maya Pahlevi,Ehsan Aziz
Shower,American Standard,Sanitary,Set,22,200000,4400000,IDR,2022-03-10 11:12:42,Delivery,Bandung,Branch,Ayu Malaka,Asep Aziz
PVC Pipe,Wavin,Plumbing,Meter,5,15000,75000,IDR,2021-07-19 12:15:19,Delivery,Jakarta,Branch,Azahra Tanuwijaya,Fiona Gianna
Skim Coat (Wall Putty),Drymix,Mortar,Sack,22,55000,1210000,IDR,2021-01-12 17:09:20,Pickup,Tasikmalaya,Head Office,Budi Tanuwijaya,Naura Aliya Lestari
Sandpaper,Taiyo,Paint Accessory,Piece,7,5000,35000,IDR,2020-05-16 11:13:27,Delivery,Jakarta,Branch,Syifa Jayawardana,Muhammad Fikru
Red Brick,Laksana,Brick,Piece,21,800,16800,IDR,2020-07-30 11:37:26,Delivery,Jakarta,Branch,Ananda Kusuma,Fiona Gianna
Asbestos Sheet,Djabesmen,Roof Covering,Meter,5,60000,300000,IDR,2020-08-19 12:03:07,Delivery,Tasikmalaya,Head Office,Azahra Tanuwijaya,Al Harits
Tile Grout,Sika,Mortar,Sack,27,45000,1215000,IDR,2020-01-16 11:34:59,Delivery,Medan,Branch,Nina Malaka,Kezia Karen
PVC Pipe,Wavin,Plumbing,Meter,21,15000,315000,IDR,2023-01-30 14:04:43,Pickup,Jayapura,Branch,Ananda Syaiban,Fauzi Ghaffar
Lamp Bulb,Philips,Electrical,Piece,8,15000,120000,IDR,2022-02-19 09:34:04,Delivery,Medan,Branch,Hendra Jayawardana,Kayla Kiki Lena
Plastering Float,Lippro,Tool,Piece,40,30000,1200000,IDR,2023-12-25 12:32:40,Pickup,Bandung,Branch,Aleena Shihab,Harum Hafsa
PVC Pipe,Rucika,Plumbing,Meter,8,16000,128000,IDR,2021-04-20 10:11:42,Delivery,Jayapura,Branch,Tono Ubaid,Marshanda Maharani
Trowel,Lippro,Tool,Piece,38,25000,950000,IDR,2022-01-05 09:52:58,Delivery,Medan,Branch,Budi Ubaid,Chairil Dhaifullah
Trowel,Lippro,Tool,Piece,35,25000,875000,IDR,2023-02-15 12:39:10,Delivery,Jakarta,Branch,Ananda Pahlevi,Muhammad Fikru
Conduit Pipe,Clipsal,Electrical,Meter,6,7000,42000,IDR,2024-04-04 15:55:24,Delivery,Surabaya,Branch,Tono Ubaid,Zahra Jasmine
Skim Coat (Wall Putty),Drymix,Mortar,Sack,30,55000,1650000,IDR,2023-10-05 08:28:33,Pickup,Surabaya,Branch,Ayu Ubaid,Zahra Jasmine
Sitting Toilet,TOTO,Sanitary,Piece,39,1200000,46800000,IDR,2021-03-16 08:08:17,Delivery,Bandung,Branch,Aleena Kusuma,Harum Hafsa
Shovel,Camel,Tool,Piece,23,75000,1725000,IDR,2023-10-21 12:48:20,Delivery,Denpasar,Branch,Hendra Thalib,Ilyas Jabar
Floor Drain,Onda,Sanitary,Piece,47,50000,2350000,IDR,2021-06-03 11:38:31,Delivery,Jayapura,Branch,Asep Kusuma,Fauzi Ghaffar
Gresik 50 kg,Gresik,Cement,Sack,17,70000,1190000,IDR,2021-03-08 12:39:30,Pickup,Jayapura,Branch,Azahra Malaka,Faiz Fadlurrahman
Formwork Board (Shuttering),Unbranded,Wood,Piece,37,30000,1110000,IDR,2022-10-13 15:03:56,Pickup,Surabaya,Branch,Ananda Shihab,Zahra Jasmine
Wooden Door,Unbranded,Door,Piece,13,500000,6500000,IDR,2022-11-07 13:13:45,Delivery,Jakarta,Branch,Wawan Tanuwijaya,Erinna Elsa Elizha
Formwork Board (Shuttering),Unbranded,Wood,Piece,23,30000,690000,IDR,2023-11-28 14:32:32,Delivery,Jayapura,Branch,Melania Wijaya,Fauzi Ghaffar
PVC Pipe,Wavin,Plumbing,Meter,27,15000,405000,IDR,2020-04-08 13:04:02,Pickup,Bandung,Branch,Maya Ubaid,Asep Aziz
Paint Brush,Eterna,Paint Accessory,Piece,36,15000,540000,IDR,2023-09-12 10:08:31,Delivery,Tasikmalaya,Head Office,Tono Kusuma,Naura Aliya Lestari
Concrete Sand,Unbranded,Sand,Cubic Meter,31,300000,9300000,IDR,2022-03-22 15:53:08,Pickup,Tasikmalaya,Head Office,Kayla Syaiban,Al Harits
Formwork Board (Shuttering),Unbranded,Wood,Piece,9,30000,270000,IDR,2021-12-27 12:57:19,Pickup,Tasikmalaya,Head Office,Erna Jayawardana,Atyla Azfa
Shovel,Camel,Tool,Piece,50,75000,3750000,IDR,2022-11-12 13:52:30,Pickup,Surabaya,Branch,Nina Jayawardana,Zahra Jasmine
Roof Batten (Reng),Unbranded,Wood,Piece,34,15000,510000,IDR,2020-01-16 15:02:32,Delivery,Jakarta,Branch,Agung Pahlevi,Fiona Gianna
Electrical Cable,Supreme,Electrical,Meter,12,5000,60000,IDR,2022-11-01 09:26:52,Delivery,Denpasar,Branch,Ananda Jayawardana,Nina Octavia
Concrete Roof Tile,Monier,Roof Covering,Piece,45,3500,157500,IDR,2022-08-15 17:55:58,Pickup,Denpasar,Branch,Syifa Syaiban,Ibrahim Iman
Concrete Roof Tile,Monier,Roof Covering,Piece,31,3500,108500,IDR,2021-04-13 14:02:19,Pickup,Medan,Branch,Tono Malaka,Chairil Dhaifullah
Sandpaper,Taiyo,Paint Accessory,Piece,49,5000,245000,IDR,2021-06-26 12:49:14,Delivery,Jakarta,Branch,Kayla Malaka,Fiona Gianna
Holcim 40 kg,Holcim,Cement,Sack,34,56000,1904000,IDR,2022-01-22 11:37:52,Pickup,Tasikmalaya,Head Office,Agus Tanuwijaya,Al Harits
